Id,Timestamp,Time,MS,V,A,MV,T,Area1,current_density,humidity,ambient_temperature,bath_pH,bath_conductivity,diameter,roughness_average_b,roughness_standard_deviation_b,alloy,voltage,ramp_time,holding_time,experiment_time,area,observations,thickness_average_a,thickness_standard_deviation_a,thickness_average_b,thickness_standard_deviation_b,roughness_average_a,roughness_standard_deviation_a
17,1687950180,2023-06-28 11:03:00,000,   +0.05,   +0.00,   -0.01,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
18,1687950180.25,2023-06-28 11:03:00,250,   +0.05,   +0.00,   -0.02,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
19,1687950180.5,2023-06-28 11:03:00,500,   +0.05,   +0.00,   +0.00,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
20,1687950180.75,2023-06-28 11:03:00,750,   +0.05,   +0.00,   -0.02,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
21,1687950181,2023-06-28 11:03:01,000,   +0.05,   +0.00,   -0.01,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
22,1687950181.25,2023-06-28 11:03:01,250,   +0.05,   +0.00,   -0.03,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
23,1687950181.5,2023-06-28 11:03:01,500,   +0.05,   +0.00,   -0.01,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
24,1687950181.75,2023-06-28 11:03:01,750,   +0.05,   +0.00,   -0.02,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
25,1687950182,2023-06-28 11:03:02,000,   +0.05,   +0.00,   -0.01,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
26,1687950182.25,2023-06-28 11:03:02,250,   +0.05,   +0.00,   -0.02,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
27,1687950182.5,2023-06-28 11:03:02,500,   +0.05,   +0.00,   -0.05,   +38.5,0.5,0,75,22.5,0.52,1.27.2,NaN,NaN,NaN,7075,14,60,20,NaN,0.5,NaN,4.43,0.282,4.16,0.4,NaN,
